EmployeeNumber,base_value,shap_feature_1,shap_value_1,shap_feature_2,shap_value_2,shap_feature_3,shap_value_3,shap_feature_4,shap_value_4,shap_feature_5,shap_value_5
741,1.401708,JobInvolvement,1.791155,DistanceFromHome,-0.907607,EnvironmentSatisfaction,0.889879,NumCompaniesWorked,0.862093,burnout_proxy,0.858669
742,1.401708,JobInvolvement,-1.332369,income_to_dept_avg,-0.946658,EnvironmentSatisfaction,0.860465,total_satisfaction,-0.846143,StockOptionLevel,-0.701957
743,1.401708,DistanceFromHome,-1.372065,Age,-0.995813,RelationshipSatisfaction,-0.763903,total_satisfaction,-0.757357,income_to_dept_avg,-0.646789
744,1.401708,JobInvolvement,1.713372,EnvironmentSatisfaction,1.137319,BusinessTravel,-0.934653,TrainingTimesLastYear,-0.824744,WorkLifeBalance,-0.559783
746,1.401708,promotion_stagnation,-0.885223,MaritalStatus,-0.87424,YearsWithCurrManager,-0.825517,EnvironmentSatisfaction,-0.751516,income_to_dept_avg,-0.739672
747,1.401708,JobSatisfaction,-1.003376,StockOptionLevel,-0.963728,MaritalStatus,-0.899137,WorkLifeBalance,0.728489,Education,-0.536515
749,1.401708,TrainingTimesLastYear,-1.500671,YearsWithCurrManager,0.902298,MonthlyIncome,-0.510182,WorkLifeBalance,-0.50773,income_to_dept_avg,0.406147
752,1.401708,Age,-1.205805,JobInvolvement,-1.161296,MaritalStatus,-0.723139,burnout_proxy,0.627319,StockOptionLevel,0.546986
754,1.401708,JobSatisfaction,-1.267384,EnvironmentSatisfaction,-1.01955,WorkLifeBalance,-0.58454,Age,-0.578324,YearsWithCurrManager,-0.568163
757,1.401708,JobRole,-1.13843,MonthlyIncome,-0.918096,income_to_dept_avg,-0.705454,RelationshipSatisfaction,-0.691738,WorkLifeBalance,-0.499059
758,1.401708,MonthlyIncome,-0.961149,RelationshipSatisfaction,-0.877968,StockOptionLevel,-0.519442,JobSatisfaction,0.487603,WorkLifeBalance,-0.476107
760,1.401708,JobInvolvement,-1.885718,WorkLifeBalance,1.000861,StockOptionLevel,-0.776833,MonthlyIncome,-0.708756,income_to_dept_avg,-0.384799
762,1.401708,JobSatisfaction,-1.321955,JobRole,-1.0861,income_to_dept_avg,-1.043295,NumCompaniesWorked,0.946993,TotalWorkingYears,-0.73239
763,1.401708,JobSatisfaction,-1.52636,NumCompaniesWorked,-0.999521,EnvironmentSatisfaction,-0.955484,DistanceFromHome,-0.766806,RelationshipSatisfaction,-0.666414
764,1.401708,JobRole,-1.764832,EnvironmentSatisfaction,-0.929244,WorkLifeBalance,0.880235,JobSatisfaction,0.726539,promotion_stagnation,-0.635991
766,1.401708,EnvironmentSatisfaction,-1.023173,StockOptionLevel,-0.95667,MaritalStatus,-0.784434,WorkLifeBalance,-0.681241,YearsWithCurrManager,-0.639564
769,1.401708,JobSatisfaction,-1.260187,EnvironmentSatisfaction,-1.113002,MonthlyIncome,-0.839303,YearsWithCurrManager,-0.681658,Age,-0.649285
771,1.401708,YearsWithCurrManager,1.100565,EnvironmentSatisfaction,-0.93767,JobSatisfaction,0.873538,RelationshipSatisfaction,0.830092,JobRole,-0.78254
772,1.401708,EnvironmentSatisfaction,1.134744,JobSatisfaction,-1.067415,MonthlyIncome,-0.650253,Education,-0.6148,StockOptionLevel,-0.526415
773,1.401708,WorkLifeBalance,1.219189,DistanceFromHome,-0.832232,StockOptionLevel,-0.799531,burnout_proxy,0.71698,Age,-0.715469
775,1.401708,YearsWithCurrManager,0.85476,JobSatisfaction,0.836864,StockOptionLevel,-0.827798,MaritalStatus,-0.821085,Education,-0.698452
776,1.401708,income_to_dept_avg,-1.687925,YearsWithCurrManager,-0.702724,TotalWorkingYears,-0.615372,Education,-0.600221,JobSatisfaction,0.599654
780,1.401708,DistanceFromHome,-1.557787,JobSatisfaction,-1.235727,EnvironmentSatisfaction,-0.834017,burnout_proxy,0.564672,YearsInCurrentRole,-0.561606
781,1.401708,JobSatisfaction,-1.586168,TrainingTimesLastYear,-0.788394,MonthlyIncome,-0.64106,WorkLifeBalance,0.528482,burnout_proxy,-0.513216
783,1.401708,JobInvolvement,1.186337,MonthlyIncome,-0.722438,Age,-0.697663,NumCompaniesWorked,-0.536794,DistanceFromHome,-0.485671
784,1.401708,JobInvolvement,-1.501186,RelationshipSatisfaction,-0.868091,EnvironmentSatisfaction,0.811629,JobRole,-0.66634,MaritalStatus,0.617427
785,1.401708,burnout_proxy,1.016346,JobInvolvement,-0.947483,OverTime,0.673382,MaritalStatus,0.619485,RelationshipSatisfaction,-0.547077
786,1.401708,JobSatisfaction,-1.58466,EnvironmentSatisfaction,-1.013543,TrainingTimesLastYear,-0.725084,DistanceFromHome,-0.646305,MonthlyIncome,-0.633692
787,1.401708,NumCompaniesWorked,1.073746,EnvironmentSatisfaction,-0.868,JobSatisfaction,0.671225,MonthlyIncome,0.638431,burnout_proxy,0.576483
789,1.401708,BusinessTravel,-1.097529,JobSatisfaction,0.982528,promotion_stagnation,-0.981236,YearsWithCurrManager,-0.922965,EnvironmentSatisfaction,0.827652
791,1.401708,JobSatisfaction,-1.469021,BusinessTravel,-0.861934,EnvironmentSatisfaction,-0.767032,StockOptionLevel,-0.578313,NumCompaniesWorked,-0.552616
792,1.401708,JobSatisfaction,-1.534533,DistanceFromHome,-1.345319,JobInvolvement,1.192321,EnvironmentSatisfaction,0.847371,MonthlyIncome,-0.749835
793,1.401708,JobRole,-0.984289,YearsWithCurrManager,0.629606,total_satisfaction,-0.61819,StockOptionLevel,-0.507525,YearsInCurrentRole,-0.494662
796,1.401708,EnvironmentSatisfaction,-1.076486,NumCompaniesWorked,0.997873,JobSatisfaction,0.896199,WorkLifeBalance,0.698569,StockOptionLevel,0.677992
797,1.401708,JobSatisfaction,-2.17397,DistanceFromHome,-1.457245,JobInvolvement,-1.140763,JobRole,-0.586551,Education,-0.46468
799,1.401708,EnvironmentSatisfaction,-1.016801,MonthlyIncome,-0.998437,StockOptionLevel,-0.975123,MaritalStatus,-0.889337,burnout_proxy,0.70169
800,1.401708,JobSatisfaction,-1.708683,PercentSalaryHike,-0.815169,MonthlyIncome,-0.589843,NumCompaniesWorked,-0.505483,StockOptionLevel,-0.49539
802,1.401708,StockOptionLevel,-0.893839,EnvironmentSatisfaction,-0.83394,MaritalStatus,-0.785202,MonthlyIncome,-0.762929,NumCompaniesWorked,-0.655092
803,1.401708,JobInvolvement,-1.146991,promotion_stagnation,-0.964747,YearsWithCurrManager,-0.823447,EnvironmentSatisfaction,0.804122,NumCompaniesWorked,0.802082
804,1.401708,JobSatisfaction,0.78894,MaritalStatus,0.587962,DistanceFromHome,-0.550558,WorkLifeBalance,-0.519037,StockOptionLevel,0.490923
805,1.401708,JobSatisfaction,-1.552647,EnvironmentSatisfaction,0.721004,StockOptionLevel,-0.660482,MonthlyIncome,-0.642012,YearsWithCurrManager,-0.591319
806,1.401708,DistanceFromHome,-1.535383,EnvironmentSatisfaction,-1.297862,JobInvolvement,1.255462,StockOptionLevel,-0.93608,total_satisfaction,-0.590234
807,1.401708,JobInvolvement,-1.371859,JobRole,-1.027932,DistanceFromHome,-0.842235,RelationshipSatisfaction,-0.62602,MonthlyIncome,-0.624293
808,1.401708,StockOptionLevel,-1.037468,JobSatisfaction,0.813605,MonthlyIncome,-0.764536,NumCompaniesWorked,0.68109,YearsWithCurrManager,-0.548662
809,1.401708,income_to_dept_avg,-1.516659,JobSatisfaction,-1.023409,MaritalStatus,-0.722327,YearsWithCurrManager,-0.672449,promotion_stagnation,-0.666398
811,1.401708,income_to_dept_avg,1.732302,JobInvolvement,-1.439847,burnout_proxy,0.889274,StockOptionLevel,-0.873748,YearsWithCurrManager,0.858892
812,1.401708,StockOptionLevel,-1.140752,BusinessTravel,-1.140565,YearsWithCurrManager,0.94341,MaritalStatus,-0.871672,MonthlyIncome,-0.503031
813,1.401708,EnvironmentSatisfaction,-0.911772,PercentSalaryHike,-0.772722,Age,-0.69908,StockOptionLevel,-0.656995,WorkLifeBalance,-0.599622
815,1.401708,income_to_dept_avg,-1.509669,TotalWorkingYears,-0.787507,NumCompaniesWorked,0.755278,Age,-0.52701,WorkLifeBalance,-0.351076
816,1.401708,DistanceFromHome,-1.238129,burnout_proxy,0.910315,YearsWithCurrManager,0.830616,RelationshipSatisfaction,-0.800157,OverTime,0.700306
817,1.401708,NumCompaniesWorked,-1.002272,income_to_dept_avg,-0.869266,promotion_stagnation,-0.850279,YearsInCurrentRole,-0.835171,RelationshipSatisfaction,-0.514422
819,1.401708,EnvironmentSatisfaction,1.229244,JobSatisfaction,1.044129,NumCompaniesWorked,0.978702,MaritalStatus,0.674309,DistanceFromHome,0.569394
820,1.401708,income_to_dept_avg,-1.921663,JobSatisfaction,-0.931283,YearsInCurrentRole,-0.685947,promotion_stagnation,-0.618254,EducationField,-0.573499
823,1.401708,DistanceFromHome,-1.304415,RelationshipSatisfaction,0.916005,promotion_stagnation,-0.763914,NumCompaniesWorked,-0.678363,StockOptionLevel,-0.580699
824,1.401708,JobInvolvement,-1.324212,MonthlyIncome,-0.720347,JobRole,-0.612925,StockOptionLevel,-0.573494,promotion_stagnation,-0.540666
825,1.401708,NumCompaniesWorked,1.082776,burnout_proxy,0.887471,EnvironmentSatisfaction,-0.619986,income_to_dept_avg,-0.579603,MonthlyIncome,0.572543
826,1.401708,DistanceFromHome,-1.523097,EnvironmentSatisfaction,-1.197468,TrainingTimesLastYear,0.907011,JobInvolvement,-0.893981,MonthlyIncome,-0.771488
827,1.401708,EnvironmentSatisfaction,-1.256682,DistanceFromHome,-1.15591,JobSatisfaction,-1.069263,Age,-0.803585,burnout_proxy,0.779671
828,1.401708,WorkLifeBalance,0.933564,Age,0.85941,NumCompaniesWorked,0.833234,RelationshipSatisfaction,-0.70067,DistanceFromHome,-0.57515
829,1.401708,MonthlyIncome,-0.865335,WorkLifeBalance,-0.624542,StockOptionLevel,-0.570244,Age,-0.526797,OverTime,-0.490523
830,1.401708,YearsInCurrentRole,-0.924915,YearsWithCurrManager,-0.898717,MonthlyIncome,-0.888161,WorkLifeBalance,-0.678708,income_to_dept_avg,-0.650051
832,1.401708,EnvironmentSatisfaction,1.192658,TrainingTimesLastYear,-1.189735,Age,-0.959309,RelationshipSatisfaction,-0.792295,YearsWithCurrManager,0.685733
833,1.401708,JobSatisfaction,-1.764577,NumCompaniesWorked,0.79378,DistanceFromHome,-0.698651,income_to_dept_avg,-0.683361,WorkLifeBalance,0.647614
834,1.401708,YearsWithCurrManager,0.685221,RelationshipSatisfaction,-0.670008,WorkLifeBalance,-0.552279,DistanceFromHome,-0.545538,MaritalStatus,0.491299
836,1.401708,WorkLifeBalance,0.855485,StockOptionLevel,-0.769807,RelationshipSatisfaction,-0.633906,YearsWithCurrManager,-0.514392,Age,-0.500533
837,1.401708,JobRole,-1.375813,EnvironmentSatisfaction,1.086709,total_satisfaction,-0.833139,MaritalStatus,-0.809858,MonthlyIncome,-0.762654
838,1.401708,JobSatisfaction,-1.976699,MonthlyIncome,-0.684521,total_satisfaction,-0.658635,BusinessTravel,0.586735,WorkLifeBalance,-0.527304
840,1.401708,JobSatisfaction,-0.668479,MonthlyIncome,0.594663,RelationshipSatisfaction,0.496069,total_satisfaction,0.47874,YearsAtCompany,0.463822
842,1.401708,JobSatisfaction,-1.142786,WorkLifeBalance,0.752972,YearsSinceLastPromotion,0.632208,total_satisfaction,0.531002,DistanceFromHome,-0.462452
843,1.401708,income_to_dept_avg,-2.215661,Age,-0.989752,JobSatisfaction,0.880483,StockOptionLevel,-0.595585,MonthlyIncome,-0.502617
844,1.401708,income_to_dept_avg,-1.725521,MaritalStatus,-1.004981,promotion_stagnation,-0.781268,JobSatisfaction,-0.766207,YearsWithCurrManager,-0.567882
845,1.401708,income_to_dept_avg,-1.385431,MaritalStatus,0.521008,EducationField,-0.443688,WorkLifeBalance,-0.435783,promotion_stagnation,-0.386475
846,1.401708,MonthlyIncome,-0.920471,DistanceFromHome,-0.882288,StockOptionLevel,0.757394,Education,-0.743379,RelationshipSatisfaction,0.515572
847,1.401708,JobSatisfaction,-1.799271,WorkLifeBalance,1.04297,PercentSalaryHike,-0.754343,NumCompaniesWorked,-0.666451,StockOptionLevel,-0.541279
848,1.401708,OverTime,0.965629,burnout_proxy,0.87538,RelationshipSatisfaction,0.794236,income_to_dept_avg,0.646923,MonthlyIncome,0.637653
850,1.401708,income_to_dept_avg,1.514113,JobSatisfaction,-1.300768,BusinessTravel,-1.173698,StockOptionLevel,-0.921691,YearsWithCurrManager,0.781848
851,1.401708,income_to_dept_avg,-1.657158,EnvironmentSatisfaction,0.988512,promotion_stagnation,-0.818652,YearsWithCurrManager,-0.637864,TotalWorkingYears,-0.596386
852,1.401708,JobRole,-1.419897,EnvironmentSatisfaction,-1.119268,MonthlyIncome,-0.76358,RelationshipSatisfaction,-0.669874,WorkLifeBalance,0.564548
854,1.401708,JobInvolvement,-1.770694,JobSatisfaction,0.961613,total_satisfaction,-0.774727,NumCompaniesWorked,0.747496,MaritalStatus,0.635909
855,1.401708,JobInvolvement,-1.222232,MaritalStatus,-1.151934,DistanceFromHome,-1.070163,StockOptionLevel,-0.830031,EnvironmentSatisfaction,0.797892
856,1.401708,RelationshipSatisfaction,-1.125882,MonthlyIncome,-0.881018,JobSatisfaction,0.644413,WorkLifeBalance,0.522373,JobRole,-0.470079
857,1.401708,DistanceFromHome,-1.039705,YearsInCurrentRole,-0.899387,promotion_stagnation,-0.780986,JobSatisfaction,-0.780511,YearsWithCurrManager,-0.760357
859,1.401708,JobSatisfaction,-1.454824,MaritalStatus,-0.786508,WorkLifeBalance,0.691218,StockOptionLevel,-0.641216,MonthlyIncome,-0.468645
861,1.401708,JobSatisfaction,-1.606097,MaritalStatus,-0.657016,JobRole,-0.650147,StockOptionLevel,-0.640863,WorkLifeBalance,0.626506
862,1.401708,JobSatisfaction,-1.155471,PercentSalaryHike,-0.813802,EnvironmentSatisfaction,0.795866,TotalWorkingYears,-0.635416,NumCompaniesWorked,0.622852
864,1.401708,EnvironmentSatisfaction,-1.124586,MaritalStatus,-1.108074,StockOptionLevel,-0.728962,burnout_proxy,0.566931,JobSatisfaction,0.561823
865,1.401708,JobInvolvement,-1.959084,NumCompaniesWorked,0.970797,StockOptionLevel,-0.895154,WorkLifeBalance,0.567817,JobRole,-0.564773
867,1.401708,income_to_dept_avg,-2.073349,JobSatisfaction,-1.317627,TotalWorkingYears,-0.68818,Age,-0.597735,MonthlyIncome,-0.574612
868,1.401708,EnvironmentSatisfaction,-0.882495,MonthlyIncome,-0.743034,Age,-0.733443,StockOptionLevel,-0.711595,YearsWithCurrManager,0.682419
869,1.401708,JobSatisfaction,-1.13808,TrainingTimesLastYear,-1.071325,MaritalStatus,-0.760075,RelationshipSatisfaction,-0.603501,NumCompaniesWorked,-0.563382
872,1.401708,DistanceFromHome,-1.623543,JobSatisfaction,-1.375271,WorkLifeBalance,1.129106,StockOptionLevel,-0.882913,EnvironmentSatisfaction,-0.772717
874,1.401708,JobInvolvement,-1.6131,JobSatisfaction,-1.505743,burnout_proxy,0.861495,Age,-0.808007,EnvironmentSatisfaction,0.763508
875,1.401708,JobSatisfaction,-1.420462,Age,-1.325706,DistanceFromHome,-0.692551,total_satisfaction,-0.671899,burnout_proxy,0.647099
878,1.401708,JobSatisfaction,1.096306,NumCompaniesWorked,-0.925056,EnvironmentSatisfaction,0.753262,YearsWithCurrManager,-0.56415,WorkLifeBalance,-0.526732
879,1.401708,RelationshipSatisfaction,-1.102565,OverTime,0.579327,MonthlyIncome,-0.556064,JobSatisfaction,0.488467,WorkLifeBalance,-0.44714
880,1.401708,income_to_dept_avg,-1.136662,EnvironmentSatisfaction,-0.959165,YearsWithCurrManager,-0.90539,YearsInCurrentRole,-0.83438,promotion_stagnation,-0.635367
881,1.401708,burnout_proxy,1.038366,StockOptionLevel,-0.652461,WorkLifeBalance,0.612103,OverTime,0.605512,BusinessTravel,0.594703
882,1.401708,DistanceFromHome,-1.49903,JobSatisfaction,-1.236041,EnvironmentSatisfaction,-1.024306,BusinessTravel,-1.012185,NumCompaniesWorked,-0.846986
885,1.401708,JobSatisfaction,0.933856,RelationshipSatisfaction,0.657409,StockOptionLevel,0.544698,YearsWithCurrManager,-0.415897,WorkLifeBalance,-0.392104
887,1.401708,DistanceFromHome,-1.467271,JobSatisfaction,0.903784,StockOptionLevel,-0.886489,YearsWithCurrManager,-0.528543,JobRole,-0.520596
888,1.401708,JobSatisfaction,-1.569316,NumCompaniesWorked,-1.067781,BusinessTravel,-1.005642,RelationshipSatisfaction,-0.816152,JobRole,0.523193
889,1.401708,RelationshipSatisfaction,-0.828387,MonthlyIncome,-0.774713,StockOptionLevel,-0.581104,WorkLifeBalance,-0.503359,income_to_dept_avg,-0.462351
893,1.401708,PercentSalaryHike,-0.824681,StockOptionLevel,-0.777219,RelationshipSatisfaction,-0.727931,Age,-0.67418,NumCompaniesWorked,-0.597355
894,1.401708,JobInvolvement,-1.783182,JobSatisfaction,-1.30449,Age,-0.776712,MonthlyIncome,-0.710243,StockOptionLevel,-0.595425
895,1.401708,JobSatisfaction,-1.227544,EnvironmentSatisfaction,-0.792972,burnout_proxy,0.762153,OverTime,0.699806,PercentSalaryHike,-0.698535
896,1.401708,PercentSalaryHike,-1.027176,DistanceFromHome,-1.010706,StockOptionLevel,-0.922043,MaritalStatus,-0.779374,burnout_proxy,0.749315
897,1.401708,JobSatisfaction,-1.158866,income_to_dept_avg,-1.044732,EnvironmentSatisfaction,1.040071,Age,-0.764728,NumCompaniesWorked,0.608574
899,1.401708,income_to_dept_avg,-1.248457,promotion_stagnation,-1.080684,EnvironmentSatisfaction,-1.038425,YearsInCurrentRole,-0.903395,YearsWithCurrManager,-0.743029
900,1.401708,JobSatisfaction,-1.514395,Age,-0.71954,YearsWithCurrManager,0.577844,StockOptionLevel,-0.489072,EnvironmentSatisfaction,-0.466074
901,1.401708,income_to_dept_avg,-1.587723,JobSatisfaction,-1.299999,EnvironmentSatisfaction,-0.823628,TrainingTimesLastYear,0.75449,TotalWorkingYears,-0.698945
902,1.401708,DistanceFromHome,-1.44859,JobRole,-1.295745,JobSatisfaction,-1.205041,EnvironmentSatisfaction,-1.120883,MonthlyIncome,-0.845691
903,1.401708,MonthlyIncome,-1.033695,JobSatisfaction,-0.975182,DistanceFromHome,-0.738658,StockOptionLevel,-0.713609,RelationshipSatisfaction,0.599509
904,1.401708,promotion_stagnation,-1.174214,EnvironmentSatisfaction,1.107804,YearsWithCurrManager,-1.081799,RelationshipSatisfaction,-0.893146,BusinessTravel,-0.844024
905,1.401708,income_to_dept_avg,-1.084709,MaritalStatus,-0.784943,BusinessTravel,-0.778591,EnvironmentSatisfaction,0.773152,Education,-0.628592
909,1.401708,EnvironmentSatisfaction,-1.346917,JobSatisfaction,-1.161052,MonthlyIncome,-0.610947,Age,-0.548741,PercentSalaryHike,0.528174
910,1.401708,EnvironmentSatisfaction,-1.113379,OverTime,0.696062,StockOptionLevel,-0.614086,total_satisfaction,-0.554064,MaritalStatus,-0.542463
911,1.401708,JobSatisfaction,-1.643737,EnvironmentSatisfaction,0.980061,burnout_proxy,0.963579,WorkLifeBalance,0.853209,DistanceFromHome,0.797949
912,1.401708,EnvironmentSatisfaction,1.16242,JobSatisfaction,-0.91937,NumCompaniesWorked,0.898864,TrainingTimesLastYear,-0.775657,MonthlyIncome,-0.689444
913,1.401708,RelationshipSatisfaction,-1.015553,MonthlyIncome,-0.956688,TrainingTimesLastYear,0.695622,burnout_proxy,0.68592,Age,-0.672182
916,1.401708,JobSatisfaction,-1.984055,EnvironmentSatisfaction,0.680801,Education,-0.611944,total_satisfaction,-0.5448,WorkLifeBalance,-0.511445
918,1.401708,MonthlyIncome,0.909382,YearsWithCurrManager,0.893948,burnout_proxy,0.867978,EnvironmentSatisfaction,-0.757022,income_to_dept_avg,0.739465
920,1.401708,EnvironmentSatisfaction,1.035553,MaritalStatus,-0.996334,StockOptionLevel,-0.940579,Age,-0.856043,PercentSalaryHike,-0.73057
922,1.401708,income_to_dept_avg,1.458789,WorkLifeBalance,0.766188,RelationshipSatisfaction,-0.675706,DistanceFromHome,-0.512246,Age,0.449096
923,1.401708,JobSatisfaction,-1.548962,YearsWithCurrManager,0.881879,EnvironmentSatisfaction,-0.75184,JobRole,-0.743249,RelationshipSatisfaction,0.659729
924,1.401708,JobRole,-1.118237,JobSatisfaction,-0.973968,promotion_stagnation,-0.830213,MonthlyIncome,-0.68357,NumCompaniesWorked,-0.665829
925,1.401708,JobSatisfaction,-1.394902,EnvironmentSatisfaction,-0.849603,burnout_proxy,0.759722,Age,-0.67844,DistanceFromHome,-0.632507
926,1.401708,OverTime,1.108674,Age,1.025435,RelationshipSatisfaction,0.929907,StockOptionLevel,-0.68612,PercentSalaryHike,-0.51835
927,1.401708,JobInvolvement,1.682211,burnout_proxy,0.919576,JobSatisfaction,-0.8221,YearsWithCurrManager,0.729265,WorkLifeBalance,0.673426
930,1.401708,MaritalStatus,-0.896273,StockOptionLevel,-0.741042,WorkLifeBalance,-0.675706,NumCompaniesWorked,0.660068,PercentSalaryHike,-0.654447
932,1.401708,WorkLifeBalance,1.497559,burnout_proxy,0.889721,JobSatisfaction,0.714184,RelationshipSatisfaction,-0.662728,NumCompaniesWorked,0.65635
933,1.401708,YearsWithCurrManager,0.897971,PercentSalaryHike,-0.757253,JobRole,-0.604586,WorkLifeBalance,-0.540442,MaritalStatus,0.511036
934,1.401708,YearsWithCurrManager,1.207882,StockOptionLevel,-0.844536,MaritalStatus,-0.729129,WorkLifeBalance,-0.532679,burnout_proxy,-0.45964
936,1.401708,TrainingTimesLastYear,-1.357052,Age,-0.741118,MonthlyIncome,-0.649608,WorkLifeBalance,-0.590014,burnout_proxy,-0.505837
939,1.401708,DistanceFromHome,-1.761944,MonthlyIncome,-0.723665,JobSatisfaction,0.703527,Education,-0.639346,JobRole,-0.535716
940,1.401708,JobRole,-1.110657,income_to_dept_avg,-1.042459,MaritalStatus,-0.794828,EducationField,-0.574719,NumCompaniesWorked,-0.462682
941,1.401708,WorkLifeBalance,-0.718362,YearsWithCurrManager,-0.633831,Education,-0.626612,StockOptionLevel,0.529827,Age,0.513723
942,1.401708,JobSatisfaction,-1.0395,WorkLifeBalance,1.001133,EnvironmentSatisfaction,-0.795271,DistanceFromHome,0.786122,JobRole,-0.763451
944,1.401708,YearsInCurrentRole,-1.072906,EnvironmentSatisfaction,0.907588,promotion_stagnation,-0.894361,TotalWorkingYears,-0.710772,total_satisfaction,-0.664906
945,1.401708,Age,-0.979572,StockOptionLevel,-0.835861,YearsWithCurrManager,0.805924,WorkLifeBalance,0.702334,EnvironmentSatisfaction,-0.674735
947,1.401708,BusinessTravel,-0.952952,EnvironmentSatisfaction,-0.9196,promotion_stagnation,-0.796671,YearsWithCurrManager,0.715914,StockOptionLevel,-0.63251
