EmployeeNumber,Age,Department,JobRole,MonthlyIncome,attrition_verdict,attrition_probability,risk_tier,primary_reason,reason_prob_burnout,reason_prob_compensation,reason_prob_stagnation,reason_prob_career_growth
1833,31,Sales,Sales Executive,9637,No,0.0889,Low,N/A,0.0239,0.9114,0.0,0.0646
1834,28,Research & Development,Research Scientist,3591,No,0.0044,Low,N/A,0.0303,0.9697,0.0,0.0
1835,38,Sales,Sales Representative,5405,No,0.0571,Low,N/A,0.7652,0.2298,0.0,0.005
1836,26,Sales,Sales Executive,4684,No,0.0265,Low,N/A,0.0174,0.9826,0.0,0.0
1837,58,Research & Development,Research Director,15787,No,0.0595,Low,N/A,0.0823,0.9077,0.0,0.01
1839,18,Research & Development,Research Scientist,1514,Yes,0.9401,Critical,Compensation,0.0502,0.9498,0.0,0.0
1842,31,Human Resources,Human Resources,2956,Yes,0.9718,Critical,Compensation,0.0243,0.9757,0.0,0.0
1844,29,Human Resources,Human Resources,2335,Yes,0.9932,Critical,Compensation,0.0336,0.9664,0.0,0.0
1845,45,Sales,Sales Executive,5154,No,0.0146,Low,N/A,0.024,0.9318,0.0,0.0442
1847,36,Research & Development,Research Scientist,6962,No,0.002,Low,N/A,0.0515,0.9485,0.0,0.0
1849,43,Sales,Sales Executive,5675,No,0.0026,Low,N/A,0.0358,0.7561,0.0,0.2081
1850,27,Research & Development,Laboratory Technician,2379,No,0.1089,Low,N/A,0.8468,0.1532,0.0,0.0
1852,29,Research & Development,Laboratory Technician,3812,No,0.0362,Low,N/A,0.005,0.9752,0.0,0.0198
1853,32,Sales,Sales Executive,4648,No,0.1013,Low,N/A,0.009,0.991,0.0,0.0
1854,42,Research & Development,Research Scientist,2936,No,0.0183,Low,N/A,0.0956,0.9044,0.0,0.0
1856,47,Research & Development,Laboratory Technician,2105,No,0.1294,Low,N/A,0.0021,0.9929,0.0,0.005
1857,46,Research & Development,Manufacturing Director,8578,No,0.0343,Low,N/A,0.092,0.8238,0.0,0.0843
1858,28,Human Resources,Human Resources,2706,No,0.0029,Low,N/A,0.0277,0.9723,0.0,0.0
1859,29,Research & Development,Healthcare Representative,6384,No,0.0071,Low,N/A,0.0164,0.9836,0.0,0.0
1860,42,Research & Development,Laboratory Technician,3968,No,0.0123,Low,N/A,0.0124,0.9826,0.0,0.005
1862,32,Sales,Sales Executive,9907,Yes,0.9904,Critical,Burnout,0.8752,0.095,0.0,0.0299
1863,46,Sales,Sales Executive,13225,No,0.0021,Low,N/A,0.0649,0.7421,0.0,0.193
1864,27,Sales,Sales Representative,3540,No,0.0476,Low,N/A,0.0245,0.8818,0.0,0.0937
1865,29,Human Resources,Human Resources,2804,No,0.1298,Low,N/A,0.01,0.9851,0.0,0.0049
1866,43,Research & Development,Manager,19392,No,0.0876,Low,N/A,0.0385,0.9271,0.0,0.0343
1867,48,Research & Development,Research Director,19665,No,0.0397,Low,N/A,0.0476,0.9082,0.0,0.0442
1868,29,Research & Development,Research Scientist,2439,Yes,0.9912,Critical,Burnout,0.9392,0.0608,0.0,0.0
1869,46,Sales,Sales Executive,7314,Yes,0.9122,Critical,Compensation,0.0182,0.9672,0.0,0.0146
1870,27,Research & Development,Research Scientist,4774,No,0.0603,Low,N/A,0.0905,0.8897,0.0,0.0198
1871,39,Research & Development,Research Scientist,3902,No,0.0013,Low,N/A,0.022,0.978,0.0,0.0
1873,55,Research & Development,Research Scientist,2662,No,0.003,Low,N/A,0.0265,0.9735,0.0,0.0
1875,28,Sales,Sales Representative,2856,No,0.0384,Low,N/A,0.005,0.995,0.0,0.0
1876,30,Sales,Sales Representative,1081,Yes,0.9672,Critical,Compensation,0.0193,0.9807,0.0,0.0
1878,22,Research & Development,Research Scientist,2472,Yes,0.9931,Critical,Compensation,0.0152,0.9848,0.0,0.0
1880,36,Sales,Sales Executive,5673,No,0.0077,Low,N/A,0.0417,0.9237,0.0,0.0345
1881,31,Research & Development,Laboratory Technician,4197,No,0.0727,Low,N/A,0.029,0.9367,0.0,0.0342
1882,34,Sales,Sales Executive,9713,No,0.0195,Low,N/A,0.045,0.9102,0.0,0.0449
1883,29,Research & Development,Laboratory Technician,2062,No,0.1236,Low,N/A,0.0143,0.9857,0.0,0.0
1885,37,Research & Development,Research Scientist,4284,No,0.0119,Low,N/A,0.0345,0.9655,0.0,0.0
1886,35,Research & Development,Manufacturing Director,4788,No,0.0641,Low,N/A,0.03,0.97,0.0,0.0
1888,45,Research & Development,Manufacturing Director,5906,No,0.0549,Low,N/A,0.0704,0.9152,0.0,0.0144
1890,36,Human Resources,Human Resources,3886,No,0.0184,Low,N/A,0.0623,0.9328,0.0,0.005
1892,40,Research & Development,Manager,16823,No,0.0095,Low,N/A,0.0621,0.819,0.0,0.1188
1893,26,Research & Development,Research Scientist,2933,Yes,0.7088,Critical,Burnout,0.8263,0.1737,0.0,0.0
1898,27,Sales,Sales Executive,6500,No,0.0036,Low,N/A,0.047,0.8886,0.0,0.0644
1900,48,Research & Development,Manager,17174,No,0.0029,Low,N/A,0.0262,0.9444,0.0,0.0294
1903,44,Research & Development,Healthcare Representative,5033,No,0.0002,Low,N/A,0.0423,0.9034,0.0,0.0543
1905,34,Research & Development,Research Scientist,2307,Yes,0.9694,Critical,Compensation,0.0449,0.9551,0.0,0.0
1907,56,Research & Development,Laboratory Technician,2587,Yes,0.9431,Critical,Compensation,0.0206,0.9794,0.0,0.0
1908,36,Sales,Sales Executive,5507,No,0.4395,Medium,N/A,0.0815,0.9185,0.0,0.0
1909,41,Sales,Sales Executive,4393,No,0.0119,Low,N/A,0.0131,0.9869,0.0,0.0
1911,42,Research & Development,Research Director,13348,No,0.0167,Low,N/A,0.0527,0.9177,0.0,0.0296
1912,31,Sales,Sales Executive,6583,No,0.0101,Low,N/A,0.0322,0.9678,0.0,0.0
1915,34,Sales,Sales Executive,8103,No,0.0274,Low,N/A,0.8311,0.1689,0.0,0.0
1916,31,Research & Development,Laboratory Technician,3978,No,0.1358,Low,N/A,0.0832,0.9168,0.0,0.0
1918,26,Research & Development,Laboratory Technician,2544,No,0.022,Low,N/A,0.0176,0.9527,0.0,0.0297
1922,45,Research & Development,Healthcare Representative,5399,No,0.0064,Low,N/A,0.0279,0.9721,0.0,0.0
1924,33,Sales,Sales Executive,5487,No,0.0499,Low,N/A,0.0747,0.9154,0.0,0.01
1927,28,Sales,Sales Executive,6834,No,0.02,Low,N/A,0.0644,0.926,0.0,0.0096
1928,29,Sales,Sales Representative,1091,Yes,0.9876,Critical,Compensation,0.0218,0.9733,0.0,0.0049
1929,39,Sales,Sales Executive,5736,No,0.035,Low,N/A,0.0271,0.9729,0.0,0.0
1931,27,Research & Development,Research Scientist,2226,No,0.0125,Low,N/A,0.064,0.936,0.0,0.0
1932,34,Research & Development,Research Scientist,5747,No,0.0087,Low,N/A,0.048,0.9422,0.0,0.0099
1933,28,Sales,Sales Executive,9854,Yes,0.9831,Critical,Compensation,0.0606,0.865,0.0,0.0745
1934,47,Research & Development,Research Scientist,5467,No,0.0105,Low,N/A,0.022,0.9436,0.0,0.0344
1935,56,Sales,Sales Executive,5380,No,0.0714,Low,N/A,0.0315,0.9636,0.0,0.005
1936,39,Research & Development,Manufacturing Director,5151,No,0.0335,Low,N/A,0.0173,0.9382,0.0,0.0445
1937,38,Research & Development,Research Scientist,2133,No,0.0082,Low,N/A,0.0473,0.9428,0.0,0.0099
1938,58,Sales,Manager,17875,No,0.0069,Low,N/A,0.8059,0.1941,0.0,0.0
1939,32,Research & Development,Research Scientist,2432,Yes,0.99,Critical,Compensation,0.0244,0.9756,0.0,0.0
1940,38,Research & Development,Research Scientist,4771,No,0.0017,Low,N/A,0.0181,0.9819,0.0,0.0
1941,49,Research & Development,Research Director,19161,No,0.0237,Low,N/A,0.0403,0.9448,0.0,0.0149
1943,42,Sales,Sales Executive,5087,No,0.0119,Low,N/A,0.0428,0.9473,0.0,0.0099
1944,27,Human Resources,Human Resources,2863,Yes,0.9982,Critical,Compensation,0.0,1.0,0.0,0.0
1945,35,Sales,Sales Executive,5561,No,0.0265,Low,N/A,0.072,0.9182,0.0,0.0098
1947,28,Research & Development,Research Scientist,2144,No,0.0226,Low,N/A,0.0632,0.9368,0.0,0.0
1948,31,Research & Development,Research Scientist,3065,No,0.0172,Low,N/A,0.0371,0.9629,0.0,0.0
1949,36,Research & Development,Laboratory Technician,2810,No,0.0315,Low,N/A,0.017,0.983,0.0,0.0
1950,34,Sales,Sales Executive,9888,No,0.0996,Low,N/A,0.0907,0.8155,0.0,0.0939
1951,34,Sales,Sales Executive,8628,No,0.0434,Low,N/A,0.1106,0.8798,0.0,0.0096
1952,26,Research & Development,Laboratory Technician,2867,No,0.0242,Low,N/A,0.0627,0.7941,0.0,0.1431
1954,29,Research & Development,Healthcare Representative,5373,No,0.0074,Low,N/A,0.0366,0.9436,0.0,0.0198
1955,32,Research & Development,Healthcare Representative,6667,No,0.0012,Low,N/A,0.0234,0.9766,0.0,0.0
1956,31,Research & Development,Research Scientist,5003,No,0.1787,Low,N/A,0.0221,0.7405,0.0,0.2374
1960,28,Research & Development,Laboratory Technician,2367,Yes,0.9735,Critical,Compensation,0.0398,0.9602,0.0,0.0
1961,38,Sales,Sales Representative,2858,Yes,0.9683,Critical,Compensation,0.0604,0.9396,0.0,0.0
1962,35,Sales,Sales Executive,5204,No,0.0034,Low,N/A,0.03,0.9507,0.0,0.0193
1965,27,Sales,Sales Executive,4105,No,0.0041,Low,N/A,0.0185,0.9418,0.0,0.0397
1966,32,Research & Development,Manufacturing Director,9679,No,0.0116,Low,N/A,0.0404,0.9002,0.0,0.0595
1967,31,Sales,Sales Executive,5617,Yes,0.9538,Critical,Compensation,0.0447,0.9408,0.0,0.0145
1968,53,Sales,Sales Executive,10448,Yes,0.9962,Critical,Burnout,0.9389,0.0611,0.0,0.0
1969,54,Research & Development,Research Scientist,2897,No,0.0653,Low,N/A,0.0606,0.9295,0.0,0.0098
1970,33,Research & Development,Healthcare Representative,5968,No,0.001,Low,N/A,0.0138,0.9765,0.0,0.0097
1971,43,Research & Development,Healthcare Representative,7510,No,0.0216,Low,N/A,0.0145,0.9708,0.0,0.0147
1972,38,Human Resources,Human Resources,2991,No,0.0513,Low,N/A,0.0834,0.9166,0.0,0.0
1973,55,Human Resources,Manager,19636,No,0.0178,Low,N/A,0.131,0.8494,0.0,0.0195
1974,31,Research & Development,Laboratory Technician,1129,Yes,0.9134,Critical,Compensation,0.0582,0.9368,0.0,0.0049
1975,39,Sales,Sales Executive,13341,No,0.0932,Low,N/A,0.0749,0.826,0.0,0.099
1976,42,Research & Development,Research Scientist,4332,No,0.0027,Low,N/A,0.0134,0.9523,0.0,0.0343
1979,31,Research & Development,Research Director,11031,No,0.0241,Low,N/A,0.0395,0.9408,0.0,0.0196
1980,54,Research & Development,Manufacturing Director,4440,No,0.0886,Low,N/A,0.047,0.953,0.0,0.0
1981,24,Research & Development,Healthcare Representative,4617,No,0.037,Low,N/A,0.0563,0.9437,0.0,0.0
1982,23,Research & Development,Laboratory Technician,2647,No,0.0092,Low,N/A,0.0187,0.9813,0.0,0.0
1985,40,Research & Development,Laboratory Technician,6323,No,0.0267,Low,N/A,0.0168,0.9535,0.0,0.0297
1986,40,Sales,Sales Executive,5677,No,0.0097,Low,N/A,0.0087,0.8776,0.0,0.1138
1987,25,Human Resources,Human Resources,2187,No,0.0831,Low,N/A,0.0112,0.9888,0.0,0.0
1989,30,Research & Development,Laboratory Technician,3748,No,0.0054,Low,N/A,0.0703,0.8408,0.0,0.0889
1992,25,Research & Development,Laboratory Technician,3977,No,0.1541,Low,N/A,0.8538,0.1462,0.0,0.0
1993,47,Research & Development,Healthcare Representative,8633,No,0.0713,Low,N/A,0.042,0.9033,0.0,0.0547
1994,33,Research & Development,Laboratory Technician,2008,No,0.0257,Low,N/A,0.0574,0.9426,0.0,0.0
1995,38,Sales,Sales Executive,4440,No,0.0013,Low,N/A,0.0214,0.9144,0.0,0.0641
1996,31,Sales,Sales Representative,3067,No,0.0192,Low,N/A,0.0099,0.9901,0.0,0.0
1997,38,Research & Development,Manufacturing Director,5321,No,0.031,Low,N/A,0.0199,0.9553,0.0,0.0248
1998,42,Research & Development,Research Scientist,5410,No,0.0775,Low,N/A,0.8982,0.1018,0.0,0.0
1999,41,Research & Development,Research Scientist,2782,No,0.0027,Low,N/A,0.0334,0.9666,0.0,0.0
2000,47,Research & Development,Research Director,11957,No,0.0079,Low,N/A,0.1393,0.7967,0.0,0.064
2003,35,Research & Development,Laboratory Technician,2660,No,0.1603,Low,N/A,0.0917,0.9083,0.0,0.0
2007,22,Research & Development,Research Scientist,3375,No,0.0028,Low,N/A,0.0193,0.9709,0.0,0.0098
2008,35,Research & Development,Research Scientist,5098,No,0.0054,Low,N/A,0.013,0.9672,0.0,0.0198
2009,33,Research & Development,Healthcare Representative,4878,No,0.0559,Low,N/A,0.0198,0.9309,0.0,0.0494
2010,32,Research & Development,Laboratory Technician,2837,No,0.4384,Medium,N/A,0.0171,0.9829,0.0,0.0
2012,40,Research & Development,Laboratory Technician,2406,No,0.0373,Low,N/A,0.1077,0.8923,0.0,0.0
2013,32,Sales,Sales Representative,2269,No,0.0086,Low,N/A,0.0192,0.9808,0.0,0.0
2014,39,Research & Development,Research Scientist,4108,No,0.0405,Low,N/A,0.0114,0.9738,0.0,0.0148
2015,38,Research & Development,Research Director,13206,No,0.0097,Low,N/A,0.0342,0.9412,0.0,0.0247
2016,32,Sales,Sales Executive,10422,No,0.0109,Low,N/A,0.0348,0.8914,0.0,0.0738
2017,37,Research & Development,Research Director,13744,No,0.0043,Low,N/A,0.0695,0.891,0.0,0.0395
2018,25,Sales,Sales Executive,4907,No,0.017,Low,N/A,0.7956,0.2044,0.0,0.0
2019,52,Sales,Sales Representative,3482,No,0.0145,Low,N/A,0.0948,0.8858,0.0,0.0195
2020,44,Research & Development,Research Scientist,2436,No,0.2217,Low,N/A,0.0994,0.9006,0.0,0.0
2021,21,Sales,Sales Representative,2380,No,0.2957,Low,N/A,0.0368,0.9583,0.0,0.0049
2022,39,Research & Development,Manager,19431,No,0.001,Low,N/A,0.0549,0.9401,0.0,0.0049
2023,23,Sales,Sales Representative,1790,Yes,0.9927,Critical,Compensation,0.0366,0.9634,0.0,0.0
2024,36,Sales,Sales Executive,7644,No,0.0229,Low,N/A,0.0297,0.9653,0.0,0.005
2025,36,Research & Development,Manufacturing Director,5131,No,0.0128,Low,N/A,0.0034,0.9966,0.0,0.0
2026,56,Research & Development,Healthcare Representative,6306,No,1e-04,Low,N/A,0.1271,0.8337,0.0,0.0392
2027,29,Research & Development,Research Scientist,4787,No,0.0207,Low,N/A,0.1222,0.8778,0.0,0.0
2031,42,Research & Development,Manager,18880,No,0.1078,Low,N/A,0.0894,0.8761,0.0,0.0345
2032,56,Research & Development,Laboratory Technician,2339,Yes,0.9595,Critical,Compensation,0.0446,0.8816,0.0,0.0738
2034,41,Research & Development,Manufacturing Director,13570,No,0.0081,Low,N/A,0.07,0.8757,0.0,0.0543
2035,34,Sales,Sales Executive,6712,No,0.0298,Low,N/A,0.0139,0.9618,0.0,0.0242
2036,36,Sales,Sales Executive,5406,No,0.0239,Low,N/A,0.0756,0.8156,0.0,0.1089
2037,41,Sales,Sales Executive,8938,No,0.0153,Low,N/A,0.0213,0.8895,0.0,0.0893
2038,32,Research & Development,Research Scientist,2439,No,0.015,Low,N/A,0.0235,0.9716,0.0,0.0049
2040,35,Human Resources,Human Resources,8837,No,0.1142,Low,N/A,0.0691,0.9012,0.0,0.0297
2041,38,Sales,Sales Executive,5343,No,0.069,Low,N/A,0.0122,0.9733,0.0,0.0145
2044,50,Sales,Sales Executive,6728,Yes,0.9554,Critical,Compensation,0.0144,0.9758,0.0,0.0098
2045,36,Sales,Sales Executive,6652,No,0.0641,Low,N/A,0.0975,0.9025,0.0,0.0
2046,45,Sales,Sales Executive,4850,No,0.0426,Low,N/A,0.0074,0.9926,0.0,0.0
2048,40,Research & Development,Research Scientist,2809,No,0.0076,Low,N/A,0.0226,0.9774,0.0,0.0
2049,35,Research & Development,Healthcare Representative,5689,No,0.0028,Low,N/A,0.0477,0.9523,0.0,0.0
2051,40,Research & Development,Research Scientist,2001,No,0.0031,Low,N/A,0.027,0.973,0.0,0.0
2052,35,Research & Development,Research Scientist,2977,No,0.0015,Low,N/A,0.0364,0.9439,0.0,0.0197
2053,29,Research & Development,Laboratory Technician,4025,No,0.2813,Low,N/A,0.0144,0.9856,0.0,0.0
2054,29,Research & Development,Research Scientist,3785,No,0.2321,Low,N/A,0.0565,0.9435,0.0,0.0
2055,50,Sales,Sales Executive,10854,Yes,0.944,Critical,Compensation,0.0598,0.9352,0.0,0.005
2056,39,Sales,Sales Executive,12031,No,0.1058,Low,N/A,0.0808,0.8649,0.0,0.0542
2057,31,Research & Development,Manufacturing Director,9936,No,0.0831,Low,N/A,0.0177,0.8733,0.0,0.109
2060,26,Sales,Sales Representative,2966,No,0.0908,Low,N/A,0.0129,0.9871,0.0,0.0
2061,36,Research & Development,Laboratory Technician,2571,No,0.0028,Low,N/A,0.0184,0.9816,0.0,0.0
2062,39,Research & Development,Healthcare Representative,9991,No,0.0216,Low,N/A,0.0299,0.871,0.0,0.0991
2064,27,Research & Development,Manufacturing Director,6142,No,0.0474,Low,N/A,0.0341,0.9659,0.0,0.0
2065,49,Sales,Sales Executive,5390,No,0.023,Low,N/A,0.0536,0.9215,0.0,0.0249
2068,34,Research & Development,Laboratory Technician,4404,No,0.0876,Low,N/A,0.0,1.0,0.0,0.0
